,2,3,4
0.7550000000000003,"[['b'], ['a'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.7600000000000002,"[['b'], ['a'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.7650000000000003,"[['b'], ['a'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.7700000000000002,"[['b'], ['a'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.7750000000000004,"[['b'], ['a'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.7800000000000002,"[['b'], ['a'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.7850000000000004,"[['b'], ['a'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.7900000000000003,"[['b'], ['a'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.7950000000000004,"[['a', 'b'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.8000000000000003,"[['a', 'b'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.8050000000000004,"[['a', 'b'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.8100000000000003,"[['a', 'b'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.8150000000000004,"[['a', 'b'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.8200000000000003,"[['a', 'b'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.8250000000000004,"[['a', 'b'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.8300000000000003,"[['a', 'b'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.8350000000000004,"[['a', 'b'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.8400000000000003,"[['a', 'b'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.8450000000000004,"[['a', 'b'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.8500000000000003,"[['a', 'b'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.8550000000000004,"[['a', 'b'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.8600000000000003,"[['a', 'b'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.8650000000000004,"[['a', 'b'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.8700000000000003,"[['a', 'b'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.8750000000000004,"[['a', 'b'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.8800000000000003,"[['a', 'b'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.8850000000000005,"[['a', 'b'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.8900000000000003,"[['a', 'b'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.8950000000000005,"[['a', 'b'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.9000000000000004,"[['a', 'b'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.9050000000000005,"[['a', 'b'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.9100000000000004,"[['a', 'b'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.9150000000000005,"[['a', 'b'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.9200000000000004,"[['a', 'b'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.9250000000000005,"[['a', 'b'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.9300000000000004,"[['a', 'b'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.9350000000000005,"[['a', 'b'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.9400000000000004,"[['a', 'b'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.9450000000000005,"[['a', 'b'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.9500000000000004,"[['a', 'b'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.9550000000000005,"[['a', 'b'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.9600000000000004,"[['a', 'b'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.9650000000000005,"[['a', 'b'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.9700000000000004,"[['a', 'b'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.9750000000000005,"[['a', 'b'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.9800000000000004,"[['a', 'b'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.9850000000000005,"[['a', 'b'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.9900000000000004,"[['a', 'b'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
0.9950000000000006,"[['a', 'b'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
1.0000000000000004,"[['a', 'b'], []]","[['a', 'b', 'c'], []]","[['a', 'b', 'c', 'd'], []]"
